0.04,0.27,9.97,-0.56,-0.18,-0.29,-43,256,-31
0.03,0.29,9.98,-0.54,-0.11,-0.29,-42,257,-30
0.06,0.27,9.98,-0.53,-0.05,-0.30,-41,254,-41
0.03,0.29,9.98,-0.60,-0.21,-0.28,-42,257,-30
0.03,0.28,9.97,-0.63,-0.17,-0.30,-37,257,-39
0.04,0.28,9.97,-0.46,-0.11,-0.50,-37,248,-30
0.05,0.28,9.98,-0.59,-0.19,-0.34,-46,254,-33
0.06,0.29,9.95,-0.54,-0.06,-0.35,-43,251,-33
0.07,0.29,9.98,-0.50,-0.15,-0.41,-48,256,-36
0.05,0.29,9.98,-0.70,0.03,-0.43,-52,262,-30
0.03,0.29,9.94,-0.56,-0.14,-0.40,-48,266,-38
0.06,0.28,9.99,-0.53,-0.14,-0.44,-53,247,-36
0.03,0.28,9.98,-0.65,0.08,-0.37,-41,251,-33
0.04,0.31,9.95,-0.53,0.05,-0.37,-47,250,-25
0.01,0.29,9.96,-0.48,-0.18,-0.40,-44,265,-30
0.06,0.28,9.96,-0.60,-0.08,-0.32,-48,259,-33
0.05,0.28,9.95,-0.52,-0.06,-0.41,-37,260,-42
0.06,0.30,9.96,-0.60,-0.20,-0.36,-47,255,-42
0.00,0.31,9.98,-0.50,-0.12,-0.21,-42,257,-39
0.06,0.26,9.96,-0.66,0.03,-0.34,-41,261,-36
0.05,0.28,9.97,-0.50,-0.09,-0.37,-43,266,-38
0.07,0.32,9.99,-0.50,-0.08,-0.34,-46,259,-36
0.04,0.27,9.98,-0.50,0.01,-0.27,-41,259,-41
0.06,0.27,9.98,-0.58,-0.17,-0.27,-46,256,-31
0.03,0.31,9.98,-0.68,-0.07,-0.25,-47,253,-37
0.06,0.27,9.96,-0.51,-0.10,-0.25,-47,253,-39
0.05,0.26,9.97,-0.55,-0.15,-0.31,-37,248,-35
0.06,0.30,9.97,-0.56,-0.10,-0.32,-41,259,-29
0.06,0.27,9.98,-0.64,-0.20,-0.35,-43,263,-33
0.05,0.25,9.98,-0.58,-0.10,-0.47,-42,260,-35
0.04,0.31,9.98,-0.46,-0.21,-0.34,-41,254,-43
0.05,0.29,9.97,-0.52,0.03,-0.30,-39,257,-39
0.06,0.28,9.98,-0.63,-0.05,-0.33,-33,256,-36
0.04,0.29,10.00,-0.50,-0.15,-0.34,-48,259,-41
0.03,0.30,9.97,-0.53,-0.08,-0.50,-41,251,-36
0.04,0.29,9.98,-0.66,0.07,-0.38,-38,256,-36
0.04,0.27,9.97,-0.60,-0.15,-0.42,-46,259,-29
0.04,0.28,9.98,-0.59,0.00,-0.45,-36,254,-31
0.05,0.29,9.97,-0.59,-0.15,-0.40,-37,255,-30
0.05,0.29,9.97,-0.63,-0.08,-0.42,-29,263,-36
0.04,0.27,9.99,-0.47,-0.10,-0.25,-38,256,-33
0.04,0.26,9.96,-0.50,-0.34,-0.52,-42,265,-35
0.04,0.29,9.97,-0.44,-0.05,-0.28,-42,245,-35
0.03,0.30,9.98,-0.75,-0.18,-0.34,-46,247,-33
0.06,0.30,9.99,-0.53,-0.01,-0.29,-41,261,-33
0.06,0.28,9.97,-0.56,-0.14,-0.30,-41,256,-31
0.06,0.27,9.98,-0.47,-0.13,-0.51,-36,249,-29
0.07,0.30,9.98,-0.66,-0.04,-0.40,-46,254,-43
0.05,0.27,9.97,-0.56,-0.05,-0.44,-36,259,-33
0.06,0.27,9.97,-0.55,-0.12,-0.40,-38,247,-38
0.02,0.28,9.95,-0.50,-0.07,-0.31,-42,262,-30
0.03,0.28,9.96,-0.43,0.04,-0.47,-41,249,-38
0.03,0.29,9.98,-0.50,0.04,-0.40,-43,261,-36
0.06,0.27,9.98,-0.67,0.04,-0.41,-46,259,-26
0.05,0.28,9.98,-0.50,-0.10,-0.39,-48,254,-33
0.05,0.29,10.00,-0.58,-0.02,-0.36,-36,249,-38
0.05,0.24,9.99,-0.53,-0.20,-0.41,-37,255,-37
0.05,0.29,9.98,-0.57,-0.14,-0.29,-44,257,-39
0.05,0.29,9.97,-0.45,-0.08,-0.45,-52,253,-42
0.06,0.30,9.95,-0.72,-0.18,-0.50,-33,261,-36
0.08,0.28,9.98,-0.56,-0.18,-0.45,-35,267,-47
0.04,0.28,9.97,-0.51,0.04,-0.35,-30,253,-23
0.05,0.28,9.99,-0.54,-0.02,-0.40,-46,259,-38
0.03,0.27,9.95,-0.55,-0.12,-0.31,-31,249,-43
0.04,0.28,9.98,-0.53,-0.15,-0.50,-27,253,-35
0.05,0.28,9.99,-0.44,-0.07,-0.42,-38,251,-38
0.03,0.28,9.97,-0.56,-0.22,-0.50,-50,256,-38
0.06,0.28,10.00,-0.72,-0.23,-0.28,-38,256,-31
0.05,0.27,9.98,-0.52,-0.16,-0.43,-39,267,-37
0.04,0.28,9.98,-0.57,0.06,-0.42,-42,260,-32
0.07,0.28,9.97,-0.57,-0.11,-0.43,-38,256,-38
0.05,0.29,9.97,-0.53,-0.15,-0.29,-39,262,-32
0.03,0.27,9.98,-0.47,0.02,-0.47,-42,253,-35
0.04,0.29,9.95,-0.60,-0.13,-0.43,-39,257,-27
0.04,0.27,9.96,-0.61,-0.06,-0.51,-33,256,-31
0.03,0.27,9.96,-0.50,-0.06,-0.33,-47,255,-37
0.03,0.30,9.95,-0.56,-0.08,-0.41,-39,262,-35
0.05,0.31,10.00,-0.62,-0.09,-0.44,-49,255,-32
0.00,0.29,9.99,-0.65,-0.13,-0.34,-43,256,-41
0.08,0.29,9.98,-0.53,-0.09,-0.45,-47,257,-27
0.05,0.29,9.99,-0.63,-0.09,-0.39,-37,262,-37
0.06,0.29,9.97,-0.55,-0.02,-0.44,-46,256,-38
0.05,0.27,9.97,-0.49,-0.13,-0.44,-41,256,-31
0.05,0.31,9.96,-0.53,-0.08,-0.45,-44,265,-37
0.06,0.32,9.96,-0.53,-0.23,-0.36,-41,271,-36
0.07,0.28,9.96,-0.52,-0.22,-0.48,-39,250,-44
0.05,0.29,9.98,-0.54,-0.11,-0.40,-49,265,-39
0.03,0.27,9.96,-0.63,-0.04,-0.47,-43,263,-36
0.04,0.31,9.97,-0.50,0.05,-0.24,-35,253,-39
0.06,0.28,9.99,-0.60,-0.19,-0.31,-47,257,-35
0.05,0.29,9.95,-0.57,-0.21,-0.31,-39,255,-37
0.05,0.29,9.98,-0.66,-0.05,-0.20,-47,260,-37
0.02,0.29,9.98,-0.66,-0.14,-0.32,-42,250,-39
0.07,0.29,9.98,-0.61,-0.05,-0.42,-35,257,-32
0.03,0.29,9.96,-0.59,-0.09,-0.53,-46,251,-43
0.06,0.29,9.98,-0.46,-0.08,-0.37,-46,256,-36
0.04,0.29,10.00,-0.60,-0.05,-0.25,-44,250,-37
0.05,0.30,9.98,-0.62,-0.05,-0.34,-46,251,-38
0.06,0.31,9.95,-0.56,-0.10,-0.31,-48,259,-46
0.04,0.30,9.97,-0.52,-0.18,-0.34,-37,260,-27
0.05,0.30,9.98,-0.50,0.06,-0.41,-39,257,-27
0.03,0.30,9.97,-0.62,-0.03,-0.27,-39,250,-39
0.04,0.31,9.98,-0.58,-0.13,-0.34,-39,255,-37
0.05,0.28,9.97,-0.64,-0.08,-0.39,-35,257,-39
0.05,0.30,9.98,-0.63,0.07,-0.48,-42,265,-27
0.06,0.28,9.98,-0.53,-0.16,-0.37,-37,262,-37
0.04,0.29,9.99,-0.50,-0.14,-0.32,-33,266,-36
0.03,0.31,9.97,-0.55,0.03,-0.34,-44,253,-37
0.03,0.28,9.99,-0.57,0.04,-0.25,-32,262,-37
0.07,0.29,9.99,-0.66,-0.10,-0.50,-46,254,-36
0.05,0.30,9.95,-0.59,-0.18,-0.35,-37,248,-35
0.05,0.29,9.96,-0.63,-0.11,-0.25,-42,260,-32
0.03,0.27,9.97,-0.61,-0.18,-0.42,-42,250,-39
0.03,0.27,9.96,-0.52,-0.18,-0.35,-39,262,-35
0.05,0.28,9.98,-0.46,-0.15,-0.37,-46,256,-36
0.02,0.24,9.97,-0.59,-0.10,-0.26,-37,253,-25
0.03,0.29,9.97,-0.47,-0.16,-0.37,-39,262,-37
0.03,0.27,9.98,-0.58,-0.11,-0.47,-43,261,-31
0.04,0.27,9.94,-0.55,-0.15,-0.44,-42,260,-37
0.04,0.29,9.98,-0.47,0.03,-0.42,-38,259,-41
0.06,0.29,9.98,-0.53,-0.17,-0.40,-43,261,-36
0.08,0.32,9.97,-0.51,-0.21,-0.40,-43,263,-33
0.05,0.29,9.99,-0.68,-0.13,-0.33,-42,255,-42
0.05,0.28,9.99,-0.57,-0.17,-0.24,-46,261,-29
0.02,0.28,9.96,-0.52,-0.08,-0.34,-32,260,-30
0.05,0.29,9.97,-0.57,-0.19,-0.36,-42,257,-37
0.07,0.29,9.98,-0.50,-0.06,-0.34,-43,259,-26
0.07,0.28,9.97,-0.60,-0.01,-0.34,-41,266,-29
0.06,0.27,9.99,-0.57,-0.05,-0.41,-44,262,-35
0.05,0.32,9.98,-0.55,-0.18,-0.29,-39,255,-30
0.04,0.31,9.96,-0.51,-0.05,-0.39,-33,259,-29
0.06,0.26,9.98,-0.48,-0.11,-0.38,-47,257,-30
0.04,0.29,10.00,-0.47,-0.08,-0.41,-39,257,-30
0.06,0.27,9.98,-0.56,-0.08,-0.43,-47,257,-42
0.08,0.30,9.95,-0.48,-0.18,-0.37,-37,260,-35
0.05,0.27,9.98,-0.70,-0.08,-0.34,-44,253,-42
0.02,0.27,9.99,-0.46,-0.13,-0.37,-39,250,-44
0.06,0.29,9.94,-0.64,-0.05,-0.34,-42,257,-37
0.06,0.32,9.98,-0.79,-0.11,-0.39,-38,251,-43
0.06,0.26,9.96,-0.56,-0.18,-0.27,-42,255,-30
0.03,0.28,9.97,-0.54,-0.13,-0.37,-44,248,-30
0.04,0.31,9.98,-0.49,-0.02,-0.44,-37,260,-37
0.05,0.29,9.98,-0.54,-0.08,-0.42,-47,257,-39
0.05,0.25,9.98,-0.50,-0.08,-0.31,-43,266,-31
0.03,0.30,9.96,-0.51,-0.07,-0.37,-33,249,-41
0.05,0.29,9.94,-0.67,-0.06,-0.44,-43,244,-41
0.05,0.31,9.98,-0.67,0.02,-0.21,-33,251,-29
0.04,0.31,9.97,-0.66,-0.10,-0.28,-53,259,-36
0.05,0.29,9.98,-0.50,-0.13,-0.36,-47,262,-37
0.05,0.28,9.97,-0.55,-0.05,-0.26,-42,257,-32
0.06,0.28,9.97,-0.50,-0.07,-0.36,-35,255,-35
0.05,0.28,9.99,-0.51,0.03,-0.35,-39,245,-35
